Puzzle,Solution
103000245400000736600024089000070560000005497700609020570283014849006302002000000,193768245428951736657324189984172563261835497735649821576283914849516372312497658
069020100000000070105408206040065000928170650350800001800500007607204013514000862,469327185283651479175498236741965328928173654356842791832516947697284513514739862
006500020070090060040000910420009800160400050009720004000010002010004307082600500,396541728571892463248367915423159876167438259859726134734915682615284397982673541
090163824063872000000005607050000200240506378006029045000007402604000513382401006,597163824463872951128945637751384269249516378836729145915637482674298513382451796
000000003700830500010745008360008000005000000000062705001300060470080051508607204,854926173792831546613745928367598412245173689189462735921354867476289351538617294
064005300250901760001364002738000140040800200000100875000072000007630528000510097,964725381253981764871364952738256149145897236692143875589472613417639528326518497
006010030300826405251034800508403001060001573002900600603040907920007180710608304,846519732397826415251734869578463291469281573132975648683142957924357186715698324
800000710367021054015708039490000020708052196002600473020874365500206040674095001,849563712367921854215748639496137528738452196152689473921874365583216947674395281
650024701200605490000089006060530974045071000070400058794000000006000019800003600,659324781287615493413789526168532974945871362372496158794168235536247819821953647
030479020000620400600830500391240600207503014005067092913000000800010700752084901,538479126179625483624831579391248657267593814485167392913756248846912735752384961
000708251017003900900421007700300010300000002000602800140230700025900030000105600,436798251217563948958421367782359416361874592594612873149236785625987134873145629
000004057475031629809675103984703001700540030530180274200300085650018390048902706,163294857475831629829675143984723561712546938536189274291367485657418392348952716
700120008041000576980005002610900487400000290805072360100507804000004059020098000,753126948241389576986745132612953487437861295895472361169537824378214659524698713
590000000642051978187409065000513640705846192000902080051080030860130204370295010,593768421642351978187429365928513647735846192416972583251684739869137254374295816
058030000470000035030506001090000106000008003006497000002361050105040000700025004,658134279471982635239576481897253146524618793316497528942361857185749362763825914
702400386000028000184030072579300208001057493308002050897000004003079805010284009,752491386936728541184635972579346218261857493348912657897563124423179865615284739
060027803082350000010000400020500080391800500050006300200000008078002000530180007,965427813482351679713968452624593781391874526857216394249735168178642935536189247
000640000624000300915800002080290435060405091400300020000000080000120950190538200,378642519624951378915873642781296435263485791459317826542769183836124957197538264
980603001700809500104005800250087400600032050847006092510028000302000085070000900,985643271726819534134275869253987416691432758847156392519328647362794185478561923
000000000000574080874109000106008204700001896000002001097046053400010700500000600,925683417631574982874129365156798234742351896389462571297846153463915728518237649
600010705397256841081000096403780029712030680058062100179520360006003902230090007,624819735397256841581347296463781529712935684958462173179524368846173952235698417
809070234000304900043860000000096500002008090090245000900003001086900420074010809,869571234517324968243869715738196542452738196691245387925483671186957423374612859
918000700650027000400008000100009050007351800095206371080000210001032945020074008,918563724653427189472918563136789452247351896895246371384695217761832945529174638
000067031200050670400312000010080020720040008500000000300008400048000050000170009,895467231231859674467312895914786523723945168586231947379528416148693752652174389
100209000209000510800016429302604070017320640080000302000042067000000104094800000,145239786269478513873516429352684971917325648486197352531942867628753194794861235
001270008400000090097480065649300000002605047170804006024000010010040003006038204,561279438483561792297483165649327581832615947175894326324756819718942653956138274
790030100680100090012050000050000206020564000836001504900800625008000731573200000,794638152685142397312759468459387216127564983836921574941873625268495731573216849
900030607200706154670102890306980070098004060040670982060300510002000709037510000,914835627283796154675142893326981475798254361541673982469327518152468739837519246
008017540046859370501030960002476850000000194384000026400005080600102400009740010,938617542246859371571234968192476853765328194384591726413965287657182439829743615
400058000102009040600100020000000073084390000000070409307904000200013000805020900,473258196152639748698147325921465873784391562536872419367984251249513687815726934
845670020016452807003800000054726180260100003198300070430061008501980302080007015,845673921916452837723819654354726189267198543198345276432561798571984362689237415
890000060300140820406050030018205476064000082207004005083502900000003000000480013,891327564375146829426958731918235476564791382237864195683512947149673258752489613
306078091501329400000400073000600700004002609683907052007860000015204300260750000,346578291571329486928416573192635748754182639683947152437861925815294367269753814
008001720023068540009000080004203070872610430005870900201080006900040857087390010,468531729723968541159427683694253178872619435315874962241785396936142857587396214
010030005934050021050006900001009000645823000070001260000200030590380000400195700,716932845934758621258416973821679354645823197379541268187264539592387416463195782
194265870000140050630097002060500040741986320502000600007059030950410007400070589,194265873278143956635897412369521748741986325582734691827659134953418267416372589
470100002106572040235040000060000000942015683750063924628350007004080000097401006,479138562186572349235946178863294751942715683751863924628359417314687295597421836
301090060070000012268750004010570249400286107030000005000140876000620053000005020,351492768974368512268751394816573249495286137732914685523149876189627453647835921
765030800810000320003000516201008735036000900000095102102970050647010298350200600,765132849814659327923847516291468735536721984478395162182976453647513298359284671
300702008000003106020400000269305010007020000000000600002061084000000259780000060,396712548574983126128456973269345817817629435453178692932561784641837259785294361
067034050001007806380100409004658923038009067590003100600001098710085000849026715,967834251421597836385162479174658923238419567596273184652741398713985642849326715
207568403000042060604100025006205000758913002009070581063400209070090850045820136,297568413531742968684139725416285397758913642329674581863451279172396854945827136
209580046354007018001000009006005020010203495020870000500108000003754062040926500,279581346354697218681342759936415827718263495425879631562138974893754162147926583
030050079790603100000790083920130007040900018080020000061800940009500030258309000,834251679795683124612794583926138457543967218187425396361872945479516832258349761
490600175500927080000000290308702041900180020000000050800003000703050402040076830,492638175531927684687541293358762941974185326216394758829413567763859412145276839
010400075003000264004005008000062001100730050002000000250007400087249003430500700,816423975573198264924675138745862391198734652362951847259317486687249513431586729
480050076217639548900784231100003705009476100002090063098002600020560000001040327,483251976217639548965784231146823795539476182872195463798312654324567819651948327
000260059050090700900053001020000300008547100100030000790100040400079210000624078,873261459251498736964753821527916384638547192149832567792185643486379215315624978
904087130610092007730401208080926504201803600069170382050719860876230901103000025,924587136618392457735461298387926514241853679569174382452719863876235941193648725
060870000040012587000304200218560004050431008030200006023048015090103072081726430,162875943349612587875394261218567394956431728437289156723948615694153872581726439
382006090700004000140907000200000560408160009650000830001650000900072050020400080,382516497795324618146987325219738564438165279657249831871653942964872153523491786
103945062420168090000302400700506100600700038500809006084607001010203680356081907,173945862425168793869372415738526149692714538541839276284697351917253684356481927
700345002035002000406800030150080000398054016000930005040706109000000020209008473,781345962935162847426879531152687394398254716674931285843726159517493628269518473
000724891907008346000000007301085060740300985850270104563102078000000600189047200,635724891927518346418936527391485762742361985856279134563192478274853619189647253
084702603529086004600000008005200060070900500946075380060091405001624870008037020,184752693529386714637419258815243967273968541946175382762891435351624879498537126
900706005530490187472000000800000050014070869250800741023189574798004006040607000,981736425536492187472518693867941352314275869259863741623189574798354216145627938
670040100100007320045000700827650409000700810013082075260005900080006501501800207,672943158198567324345218796827651439456739812913482675264175983789326541531894267
003500406675000020840396015069005000750003892230700000080050039000900674000020000,913572486675814923842396715169285347754163892238749561487651239521938674396427158
001000073007010020024709080100897000800000000475000890010050002003006040040200006,981425673567318429324769185136897254892541367475632891618954732253176948749283516
038160042050000000426000001069080070005000960800036050080704610000698025000300400,738169542951842736426573891269485173345217968817936254583724619174698325692351487
900007000073210000200005700002700004000003100030400258308679010020108930610000840,951867423873214695264935781592781364486523179137496258348679512725148936619352847
400050000050980702180700060590008000740069281018003579930010608075000130061340927,427651893356984712189732465592178346743569281618423579934217658275896134861345927
007010040090504600004009025610085090009600500735002080001000260050240008048700000,527816943893524671164379825612485397489637512735192486371958264956241738248763159
000080902000030471403720008980010740007068200050270080768190004500047029209603010,176584932825936471493721568982315746317468295654279183768192354531847629249653817
500100830600402570730809000400986000193504607800000905265710093971643000300295006,549167832618432579732859164457986321193524687826371945265718493971643258384295716
800100090657290001000000802000601400480070003100005276068519730070086905549700608,832164597657298341914357862725631489486972153193845276268519734371486925549723618
120050309095038760700169000070406003840072600302080400050007140000820500607000000,126754389495238761738169254579416823841372695362985417253697148914823576687541932
100008020438000190050000008000260580905000204200000001809032006000070309513004072,196458723438726195752913648341269587965187234287345961879532416624871359513694872
029314658063070090008902701357490216910006305682001074035240060490053807076189000,729314658163875492548962731357498216914726385682531974835247169491653827276189543
080006050200951008053087009700040000804005100016000524008500610642008900590002803,489236751267951438153487269725149386834625197916873524378594612642318975591762843
040020605600900007007006030001200060538000004200080010020001059305800040980040300,143728695652934187897156432471293568538617924269485713724361859315879246986542371
900000120000901083010673904009086072067000500540710369380000001790400030604000800,973854126456921783812673954139586472267349518548712369385297641791468235624135897
000000015000090006004610073800070524050908000700560801093000058000356040105709300,926837415317495286584612973869173524451928637732564891693241758278356149145789362
079010308006000497050000000798400000000027009000800764004068975100054080980203001,479612358216385497853749126798436512641527839532891764324168975167954283985273641
063007002008600004000001806000700000040008050700000468080076301200103089370280605,463857912198632574527491836815764293649328157732915468984576321256143789371289645
015708060000900084900640057594000031030010078001530000008007403049000000726004015,415728369267953184983641257594872631632419578871536942158267493349185726726394815
100200030703500004002318000860050700590073002020901500078105026000029000010080005,156247839783596214942318657861452793594873162327961548478135926635729481219684375
009805103000003000351009480500980000800450902197236040900302004604590370735000829,279845163486713295351629487542981736863457912197236548918372654624598371735164829
460082593080000024050003100005100008070050301903870005096007800100698050000025000,461782593389561724257943186625134978874259361913876245596417832132698457748325619
002704000570300600900050023201080900309247508050130062020908376703502009106473205,632794851578321694914856723241685937369247518857139462425918376783562149196473285
045000007100300200269018503906004100000200064402900008093076480700000009008490000,345629817187345296269718543976834125831257964452961378593176482714582639628493751
500007000093860105607000980940005010000406009030070500754601892081004036300008450,518947263493862175627153984942385617875416329136279548754631892281594736369728451
009316200000092130032075400000268003300001780000740690900007820200080354080524900,459316278876492135132875469791268543364951782528743691945137826217689354683524917
009006050523040706000037200910000300380060100000103040000020037030001604000085000,879216453523849716461537298917458362384962175652173849198624537235791684746385921
279530604003069250000020310000000040001072536702003891800007900090605000510090400,279531684143869257658724319935186742481972536762453891824317965397645128516298473
700259104041070025520641973153780002090134856060092030389015200005920040472003500,736259184941378625528641973153786492297134856864592731389415267615927348472863519
002001790007963250983070014704005861020400000308090405800009136039600587100358940,652841793417963258983572614794235861521486379368197425845729136239614587176358942
004006007600300000000904060370089040952700000108003050090007432003098100217405896,534816927689372514721954368376589241952741683148623759895167432463298175217435896
200005038090000000010273540002130000000500004004007812120000000409000050803460790,247915638395846127618273549782134965961528374534697812126759483479381256853462791
300701850009085013005600040487512009190806004600349008538267001000158030270900005,324791856769485213815623947487512369193876524652349178538267491946158732271934685
790841350002000009830000070010000236307109540568003007250670193071502080600910705,796841352142357869835296471419785236327169548568423917254678193971532684683914725
104030290300490007506127040003075910815943072760012004957004300241389765008751409,174538296382496157596127843423675918815943672769812534957264381241389765638751429
079052040600000890048670021004120070760090082000008930050007203090230750030000019,179852346625314897348679521984123675763495182512768934851947263496231758237586419
809031057070006008104070090207000846090060000605800309041680000780504900020319704,869431257372956418154278693237195846498763125615842379941687532783524961526319784
750008020068450700900002000006070901407800205190020008380147000674000009010096800,753968124268451793941732586826574931437819265195623478389147652674285319512396847
960150003104200057005340901602530409390472500547809310816004730459003800070605094,968157243134298657725346981682531479391472568547869312816924735459713826273685194
009740008010000647270685009900000060350069471060024003080070000020050100490018026,639741258518293647274685319941537862352869471867124593186472935723956184495318726
008507030539082410000091860005030720000010308783006500056100980074068153891000600,618547239539682417427391865145839726962715348783426591356174982274968153891253674
294708010600904007870010003947000008000070340163840070012500036300000750006080924,294738615631954287875216493947325168528671349163849572412597836389462751756183924
010003000302007001089000420000001000090538270500700040105060300007059600000170802,614293785352487961789615423276941538491538276538726149145862397827359614963174852
106005730030000008895372610364709025281000070079001480958207341410508260603904000,146895732732146598895372614364789125281453976579621483958267341417538269623914857
005702406769504021842601705401967203096010504000240100904176352013820047627400908,135782496769534821842691735451967283296318574378245169984176352513829647627453918
278500941950471280143200000701948002000610078002300409010024005085093620300805000,278536941956471283143289756731948562594612378862357419619724835485193627327865194
020017040005000901000300020900103007200580400000479350410002000500630000082094030,826917543345268971791345628954123867237586419168479352413852796579631284682794135
040100652000406080586902007000540700068090000075001000030000000004360001017005039,943178652721456983586932147192543768468297315375681294839714526254369871617825439
050821940001003000024007315079000001002700489480006200200509700090340652500000000,753821946961453827824967315379284561612735489485196273246519738197348652538672194
760030500034000008528040000000065040890270300076903200040000000200080067080507030,769138524134752698528649173312865749895274316476913285947326851253481967681597432
000473081370010000158000473590600030467300095083100040005004617912736000040850000,629473581374518962158269473591647238467382195283195746835924617912736854746851329
000000400570084029009105003907050080000079501000210600000740060100863705706002000,281937456573684129469125873917356284628479531354218697835741962192863745746592318
030001960004500070000083254093000007257006801100900300010870602006100480582000019,735421968824569173961783254693218547257346891148957326419875632376192485582634719
070690834008014002249038051080100000514387269963425708396201407421006590000943020,175692834638514972249738651782169345514387269963425718396251487421876593857943126
201895004800100000790040000078261905000080046956407000000954603080613407030028501,261895374843176259795342168478261935312589746956437812127954683589613427634728591
005324106106580400000006038312040069060000045459862010681207050090401687007608321,875324196136589472924176538312745869768913245459862713681237954293451687547698321
000030004065709008304100097043600001009000703718490600471300800036075410050900000,197238564265749138384156297543627981629581743718493625471362859936875412852914376
026000005003290400000300289000000040405080000000070603500600010742900068610004020,926748135853291476174356289397562841465183792281479653538627914742915368619834527
490100020070504900100000056010200600800096000007000040502040017701082500000001060,495168723276534981138927456914275638823496175657813249582649317761382594349751862
480600021200080039071030056639200000000003002000000300700020060002751084198046270,483695721256187439971432856639218547814573692527964318745829163362751984198346275
000850047360719000500420090209340000436000085871000000028604001703280064005100000,192853647364719852587426193259348716436971285871562439928634571713285964645197328
012037009090060124640092300307621940069845273804973516486019735000080001000754862,512437689793568124648192357357621948169845273824973516486219735275386491931754862
300780900009300705876000100000002098200870601000460520003048200004020016692000800,351784962429316785876295143167532498245879631938461527713648259584927316692153874
607008003381064000504300807950002700000037092740005081816073000000806105075021030,697258413381764259524319867953182746168437592742695381816573924239846175475921638
005700006874000052009820000060000040000057100001609205003008601010590700048061009,125734896874916352639825417567182943492357168381649275953478621216593784748261539
004000007009460382681070004030805000908700035105003000517090000090637050800050720,324589617759461382681372594236845971948716235175923846517298463492637158863154729
000700006920106875670850291805670023407000100000080650250300710300000000706045030,581792346924136875673854291895671423467523189132489657259368714348917562716245938
900082031563001028010607500305000000001970843098300250109763000206149075430050000,974582631563491728812637594345826917621975843798314256159763482286149375437258169
590720400800904000006301802068090003100836900200400580080073650000000079000049310,593728461821964735476351892768592143145836927239417586982173654314685279657249318
900000065500068300608040170004006007820700600090050210480600020000000439050920006,941372865572168394638549172314286957825791643796453218489637521267815439153924786
850970030403160005170000000014000070000607241067050000300009000045800920001020008,856974132423168795179235864914382576538697241267451389382549617745816923691723458
010002537006170080007900162003400950400096000205780600004250890058060700602819300,819642537326175489547938162763421958481596273295783614134257896958364721672819345
059043700120087003307001020510070630432160090070802540065004070291058300743906100,659243718124687953387591426518479632432165897976832541865314279291758364743926185
843915267092764805065320000209470080000590072417600050600809523938207001504006098,843915267192764835765328914259473186386591472417682359671849523938257641524136798
497010250138000670526789301900800005045670083700005064000900530300504002652038097,497316258138452679526789341961843725245671983783295164814927536379564812652138497
830050001012000004000431502148900200053207016070000005601020000000084000420090038,834652791512879364769431582148965273953247816276318945681723459395184627427596138
250000076000206800004050000010097000097003001000120000700080400041732005506041003,258314976139276854674859132312497568897563241465128397723685419941732685586941723
231098700700105093009020000310070609006200008095630007160507900980312000527000080,231498765748165293659723814312874659476259138895631427163587942984312576527946381
004096005600010320810070009020000570500000062000602038000020450250801096400960080,734296815695418327812573649326189574589734162147652938968327451253841796471965283
020908007081023040004100050540017000800600010100800502060080025000000380000750060,625948137781523649934176258543217896872695413196834572469381725257469381318752964
048000970030400012271300400302900100800004060004062090780040020520700809400005030,648521973935478612271396458362957184897134265154862397783649521526713849419285736
389617000065402301241385600590026738800943516603058000432001009070839452958274160,389617245765492381241385697594126738827943516613758924432561879176839452958274163
008391450600000000000200791300160280001803074002045000000600019003000000086402037,728391456619574328435286791347169285561823974892745163254637819173958642986412537
410800005003006980876004013900007008080391007120000349700063090001200706060709032,419832675253176984876954213935427168684391527127685349742563891391248756568719432
000435906000000500405091728613000000200009643074803002000027001701000290040000087,827435916196782534435691728613254879258179643974863152389527461761348295542916387
078304596004059700195708300580136900060840100740920863017600005429583001350401009,278314596634259718195768324582136947963847152741925863817692435429583671356471289
005360028230000970481009635009608003067000090040000706300500209090010350050030040,975364128236851974481729635529678413867143592143295786314587269698412357752936841
000400002960082003000605090080050040006001927203000180050700230002010609700320000,815493762967182453324675891189257346546831927273964185651749238432518679798326514
704000000090136070038570010901040782400600000250800004020003060006700025300060940,714982536592136478638574219961345782487629153253817694129453867846791325375268941
800040250219580400400200003604058100381400700002090604500034000900600547000000328,863147259219583476475269813694758132381426795752391684527834961938612547146975328
780039001045761902912548736864913000571426803209000600000600078608107005100384269,786239451345761982912548736864913527571426893239875614493652178628197345157384269
090060357510000604306050010000900043600080000021003006000000082700035060000007501,298461357517398624346752918875916243639284175421573896153649782782135469964827531
000540030503070206700061090190000007405010020367009154050620000270050069001000540,916542738543978216728361495192435687485716923367289154859624371274153869631897542
100900000735820160064015280000507600006130840891040735600098014410060000002401000,128976453735824169964315287243587691576139842891642735657298314419763528382451976
008001490007040083900060570009635217020174068761900000590810034403090820186023709,238751496657249183914368572849635217325174968761982345592817634473596821186423759
040030017871509423200100000000003971710092300008014200000900704030025090489376152,946238517871569423253147689624853971715692348398714265562981734137425896489376152
700005806921860070608900000180492007260070941400650283870130059306500720500026018,734215896921863475658947132183492567265378941497651283872134659316589724549726318
306000000008007005705820900170080304000309687000070000060532091900640070030091800,396154728248967135715823946179286354452319687683475219867532491921648573534791862
008704000200086000040020300000000000704831002309000801010203040000460710070195060,538714629297386154641529387182957436764831592359642871816273945925468713473195268
709405300000002056050000870000031708000624005006500000913200087824057600000800003,789465321431782956652193874245931768378624195196578432913246587824357619567819243
019205000060098100708010000100027080380901002000000319001042700007000250026009401,419235867263798145758416923195327684384961572672854319531642798947183256826579431
001703000300648000804005200709002000530061970180097050607050430090000507058000010,961723845325648791874915263749532186532861974186497352617259438493186527258374619
251079640846003090930010000508030200000750000000468030690180050780040910400096308,251879643846523791937614825578931264364752189129468537693187452782345916415296378
387012695920805731516790024651230489000008510740900060165024008890500140472180056,387412695924865731516793824651237489239648517748951263165324978893576142472189356
060035070700604800435709006810053769070812005000000208387090640000370000100206087,268135974791624853435789126812453769976812435543967218387591642624378591159246387
713059026248310975500287103050000302002005010300040508089000704427890651005764089,713459826248316975596287143954178362862935417371642598689521734427893651135764289
000001000310700000007080000200030700905170043003462800000020915791004602020010300,682591437319746528457283196248935761965178243173462859834627915791354682526819374
500073402103080065740100090401208030030000521652701000070800046060002009914000208,589673412123984765746125893491258637837496521652731984275819346368542179914367258
000706004040000392981030000453820706007000200009600000308060400010950873200040961,532796184746581392981234657453829716867415239129673548398167425614952873275348961
358012007070000508014070060600094320402005700090000180700801050009000002000006400,358612947276349518914578263681794325432185796597263184743821659169457832825936471
427000095000670010691050703170020400050430006040008521080107902012905040900002100,427813695835679214691254783178526439259431876346798521583147962712965348964382157
053000960240605703006000040080400601502070039000956078008100520005240090429007316,853714962241695783796328145987432651562871439134956278378169524615243897429587316
000000603007080090090104000000000000379215006820306951080000009015400020060000480,248597613137682594596134278651849732379215846824376951482753169915468327763921485
200800300010035480003014000040900705070008900169407002720340008000790600000080070,254879361617235489983614257842963715375128946169457832721346598538791624496582173
067100390218439000930007200189543020503726901706918003694000000872360000051000762,467152398218439576935687214189543627543726981726918453694271835872365149351894762
514206070800153020902740601700680532000012840420530190049075000283400715075321400,514296378867153924932748651791684532356912847428537196149875263283469715675321489
000030900085006204400002008730805000852010003010007502506004070090001400147200009,261438957985176234473592618734825196852619743619347582526984371398761425147253869
973408500000009240004100089000010908090050007730980020080742300057860002460593000,973428516518679243624135789246317958891254637735986124189742365357861492462593871
030716008956040012070090603080150264000063079602870005023400956049027380860935027,234716598956348712178592643387159264415263879692874135723481956549627381861935427
000005006009060013406000908930600000000387109000019305020000091053000070790006002,312895746589764213476231958931652487245387169867419325624573891153928674798146532
030047528000000016700081040890000600300890107610035802070064081500720000460000900,139647528248953716756281349895172634324896157617435892973564281581729463462318975
004018003800392060200000007002400010010230846490007320000921050140005000000843601,654718293871392564239564187382456719517239846496187325763921458148675932925843671
075080009000002830020700000459030170860095400030000960100000000706001302090860000,675384219914652837328719654459236178867195423231478965143927586786541392592863741
076801050000290830002060197800103005103006700625780003059000681000019072001670009,976831254514297836382465197897123465143956728625784913759342681468519372231678549
781060000460280100000007004000000900135046807079801400607402000020670000000100002,781564239463289175592317684846725913135946827279831456617452398928673541354198762
050004000201003000004060593180040000602719004047608010400321085700080001308090602,953874126261953478874162593189245367632719854547638219496321785725486931318597642
401200000000004000230500071390020000800391056000057093003100600000003120910802340,471239568658714932239586471395628714847391256162457893723145689584963127916872345
059478320030295780028136005080609200602081540007324000071002800845913072063847100,159478326436295781728136495384659217692781543517324968971562834845913672263847159
403000071901500000000300040164000080230168700709405030000009800507283409690054000,453892671971546328826371945164937582235168794789425136342619857517283469698754213
900201005205049100006050289051000320892534061000100000520400070700090012019307806,937281645285649137146753289651978324892534761374162598528416973763895412419327856
090025036537900000860314007709400082004872001608091703040003000000247005070009008,491725836537968124862314957719436582354872691628591743145683279986247315273159468
912000400070902068805000912046580000050030600397000005530247000000305001020108007,912856473473912568865473912246581739158739624397624185531247896789365241624198357
000538094000400000940076250800610500407803120026005930004207810065000479081900300,612538794573429681948176253839612547457893126126745938394267815265381479781954362
108000020092005760000003498000594087500367000760020340000038900071600800006700150,148976523392485761657213498213594687584367219769821345425138976971652834836749152
076080030090674250028500700700000980000490070932857040010008000080200319205010000,576982134193674258428531796754126983861493572932857641319768425687245319245319867
200100006001067320000009085800004000005713000079000010004002031700051800102340090,298135476541867329637429185816294753425713968379586214984672531763951842152348697
801003006403069700900017023006300002004170038130605900200040360040200580300906274,871523496423869715965417823786394152594172638132685947259748361647231589318956274
090084600700006805268035004800000000470000500013002007020603050000509140500200009,195784623734926815268135974859467231472391586613852497921643758386579142547218369
207000040540079160009043002034001576900060820000080091070800600008400010002090000,267158943543279168189643752834921576951367824726584391475812639698435217312796485
070908140005306798019500032087000250950072801000180300738059400021760080600001520,376928145245316798819547632187693254953472861462185379738259416521764983694831527
901400603007000020804760091496020007010004000005008100170305040040007200003206010,951482673367159428824763591496521387718634952235978164172395846649817235583246719
007043020003608471049072000035829007008407350090005200000080030372000080586030000,867143925253698471149572863435829617628417359791365248914786532372954186586231794
708090430001000700060710890035079000840000007070400902907365008050900013083024500,728596431591843726364712895235679184849251367176438952917365248452987613683124579
410800900903102607702306001509710268000069310061084000690431080024070136100628095,416857923983142657752396841549713268278569314361284579695431782824975136137628495
061200004000043002000108070740000185000007690900081407409060701603010000075030000,361279854857643912294158376742396185518427693936581427429865731683712549175934268
000064012602300400417028906350040800240070000060800201904102603800700104100080009,583964712692317458417528936351249867248671395769835241974152683835796124126483579
014070608026003570300468920700246100000000000030001700173000800400827310580310067,914572638826193574357468921798246153641735289235981746173654892469827315582319467
010805009000064000086729005020680004050410007008007600000000003009008040004270900,712835469395164278486729315927683154653412897148597632871946523269358741534271986
020000087040820000090067150000305714801670500700002360600540000200038040070216093,126953487547821936398467152962385714831674529754192368683549271219738645475216893
007305001003002760010480093005003908000048670408700000090270006026594810050030400,947365281583912764612487593175623948239148675468759132894271356326594817751836429
700301200000050007004720013078010030020803000000079120005100002860095000210007690,789361254132954867654728913578612439921843576346579128495136782867295341213487695
641050090800000000000318045070025136360000000192803450910080070504090010200401509,641257893853649721729318645478925136365174982192863457916582374534796218287431569
320000907004270050187000000003000042801000005000763080006587000710620530508310026,325846917694271853187935264973158642861492375452763189236587491719624538548319726
000861930310504078084072600200410065000006703653000019000725106120040387769038000,572861934316594278984372651297413865841956723653287419438725196125649387769138542
080000500009305010351020407070000953204000601000001840027006095003009100000004006,682417539749365218351928467178642953294853671536791842427186395863579124915234786
840630905020000008500000030000301807062470350083520040004000106000100203031007580,847632915329715468516984732495361827162478359783529641274853196958146273631297584
020080900000001852500200060900100540000000300702050008030060204004008000007042190,326485971479631852518297463983126547651874329742953618135769284294518736867342195
849000000007800200032500000481950362923080501000003004690315020075408103304200000,849732615567841239132596748481957362923684571756123984698315427275468193314279856
000000000000538940836470125100005063085603001020090058047002800018050072902780030,459216387271538946836479125194825763785643291623197458547362819318954672962781534
060200007928006040700849200480010639609000100000090805000000012010480706290730008,164253987928176543735849261482517639659328174371694825847965312513482796296731458
230869007890720004060500982608057310409316728003980000942035800517098243386270590,234869157895721634761543982628457319459316728173982465942135876517698243386274591
029016800001930005043072069010059078350627490097001206006198003130000987980740000,729516834861934725543872169612459378358627491497381256276198543134265987985743612
800390100574800000019005008030048250720510083000630709007453920090180504105926807,862394175574861392319275648931748256726519483458632719687453921293187564145926837
070256401006704935504190602100009706400008009059400100002300564045900800300805000,973256481216784935584193672138529746427618359659437128892371564745962813361845297
284693070005014896096000004903000650047936102620570900409020360830409710761358009,284693571375214896196785234913842657547936182628571943459127368832469715761358429
090630020003001609010095834000362500002000000039400200050008062061500008204900300,895634721423781659716295834148362597672859143539417286357148962961523478284976315
809300200010000000003100008902543806080009000341008000000037902007000000698254070,869375241715482639423196758972543816586719324341628597154837962237961485698254173
074090500000675004000000827000000050028030900056810403000100740507400319040007680,174298536832675194695341827413769258728534961956812473269183745587426319341957682
708640090400020030030571000180000026502000089003080000371804502050030810800215903,728643195415928637936571248187359426542167389693482751371894562259736814864215973
000050062061928000254107090020605083030002000106800925682070430905306010000000856,897453162361928574254167398429615783538792641176834925682571439945386217713249856
090030208002046090307089154000602870809074603200050000743008512925000000608405730,594731268182546397367289154431692875859174623276853941743968512925317486618425739
824009500701200948600048021000021050100490602206085100902006400037000000008900007,824179563751263948693548721379621854185497632246385179912736485537814296468952317
000900007087435600001020500000306700004080050062000438070208000000003804038670005,543961287287435691691827543859346712314782956762159438475218369126593874938674125
001000040904750000802000590610000804070503000500600000006305001307006920100270306,751839642964752138832461597613927854478513269529648713286395471347186925195274386
130080007090005320056030000900460010210500900605091043040006182060004000509800630,132689457798145326456732891973468215214573968685291743347956182861324579529817634
017063048603280700845719003430806000000001080128300009380190456054038190060402807,217563948693284715845719263439876521576921384128345679382197456754638192961452837
040208000520674800000095420000400307478023901006007040034062090900301702800759034,149238576523674819687195423291486357478523961356917248734862195965341782812759634
000008000862401079005276400600083020580062307300500860208007600046000003031005702,473958216862431579195276438614783925589162347327594861258317694746829153931645782
983002400700890563600400009050026000290300010364000800500600704176243008000058036,983562471742891563615437289851926347297384615364175892538619724176243958429758136
000003200080420609000597438740108960600000004000004001068040300070010082520000040,497863215385421679216597438742158963631972854859634721168245397974316582523789146
800071000704600518010800006120080004579300821460190050007050002200060000095008400,856471239734629518912835746123587694579346821468192357387954162241763985695218473
030260407001007080024803160400000019300900000100000350048026000903078042007049036,835261497691457283724893165482735619356914728179682354548326971963178542217549836
163000907000000504854009100000830702002750060008000010006007240070040000209008000,163485927927163584854279136615834792492751368738926415586397241371642859249518673
800106900792030080306080745038610500040090006060200879180000400000861003623000008,854176932792435681316982745938617524247598316561243879185329467479861253623754198
098320000700015028265000090000000009907003400021059000670834012000092830032060900,198326745743915628265478193386147259957283461421659387679834512514792836832561974
040107500002080060001005729210038070508010000300002016920801600000076201100090058,649127583752983164831465729214638975568719432397542816923851647485376291176294358
300000009054091020081600000000060182863170904000804307547006800692018040038009070,326485719754391628981627435475963182863172954219854367547236891692718543138549276
050000341601500000700000000000058006006020059040100702500079623067001080900065070,259687341681543297734912568392758416176324859845196732518479623467231985923865174
681020000000715064070030219000501903503900000908000000830004600146000798000807040,681429537392715864475638219764581923513972486928346175837194652146253798259867341
920704063105020047407583002010892456500000028200435709300076000892301674071200935,928714563135629847467583192713892456549167328286435719354976281892351674671248935
020180000041027000083450002002795060850034097904861503090000200005002981008910745,529186374641327859783459612312795468856234197974861523197548236435672981268913745
097208604000960378860500009070000012502170006000804500080095001000410980030006045,197238654425961378863547129378659412542173896619824537284395761756412983931786245
